County_Name,Real_GDP_in_thousands_of_chained_2012_dollars_per_capita_2018
Jefferson,64.87633397
Jessamine,27.96807858
Johnson,18.03300433
Kenton,41.78168523
Knott,13.95549217
Knox,18.45552716
Larue,13.60808448
Laurel,32.81861194
Lawrence,20.25938523
Lee,18.92626205
Leslie,15.80228549
Letcher,16.64686196
Lewis,12.71103407
Lincoln,15.98785145
Livingston,30.19363912
Logan,44.23359152
Lyon,23.14355648
McCracken,56.34558317
McCreary,13.06171197
McLean,35.81810326
Madison,28.60356976
Magoffin,11.31591333
Marion,36.77232743
Marshall,37.00782001
Martin,26.97871965
Mason,56.9131733
Meade,15.2289767
Menifee,12.19791828
Mercer,42.57215925
Metcalfe,18.54001986
Monroe,26.82752516
Montgomery,31.83514177
Morgan,17.67237511
Muhlenberg,40.85975788
Nelson,34.63652238
Nicholas,10.81612231
Ohio,35.26890791
Oldham,22.73308576
Owen,15.49186656
Owsley,11.58292356
Pendleton,16.88031259
Perry,36.63827839
Pike,46.21484989
Powell,15.94794277
Pulaski,31.75798959
Robertson,11.98638498
Rockcastle,15.84455805
Rowan,27.02979227
Russell,31.41517707
Scott,43.29214909
Shelby,29.59241765
Simpson,46.21067217
Spencer,10.17454393
Taylor,31.21697891
Todd,27.65244596
Trigg,18.48976668
Trimble,52.87458668
Union,41.01264598
Warren,41.48327342
Washington,24.51318307
Wayne,17.80146843
Webster,45.22695579
Whitley,45.23179413
Wolfe,12.91721072
Woodford,37.77630139
Acadia,25.77723663
Allen,24.66218172
Ascension,68.90454757
Assumption,20.37156066
Avoyelles,20.98960448
Beauregard,24.67101073
Bienville,55.79652252
Bossier,45.75611311
Caddo,54.74589121
Calcasieu,70.87315493
Caldwell,18.00923324
Cameron,271.9894482
Catahoula,20.28149073
Claiborne,32.53406732
Concordia,29.17732054
De Soto,137.7911106
East Baton Rouge,74.23686711
East Carroll,26.7922505
East Feliciana,22.96764492
Evangeline,25.97719131
Franklin,24.56685182
Grant,15.06306828
Iberia,43.96396587
Iberville,62.8881106
Jackson,27.87556561
Jefferson,50.13882973
Jefferson Davis,28.9584932
Lafayette,55.59314804
Lafourche,40.60497443
La Salle,31.01389169
Lincoln,40.63005179
Livingston,16.83700159
Madison,40.1850661
Morehouse,23.57467225
Natchitoches,35.8665838
Orleans,59.32636751
Ouachita,47.13355028
Plaquemines,147.3106692
Pointe Coupee,32.40390329
Rapides,40.83676319
Red River,149.0859723
Richland,24.82084755
Sabine,33.04317811
St. Bernard,28.16817016
St. Charles,183.0817432
St. Helena,13.89771277
St. James,148.1387641
St. John the Baptist,54.91221967
St. Landry,30.78562973
St. Martin,26.43207871
St. Mary,49.75650569
St. Tammany,35.0989827
Tangipahoa,29.09557895
Tensas,27.3655481
Terrebonne,49.79991544
Union,28.06334577
Vermilion,28.9230538
Vernon,38.41128043
Washington,23.40053233
Webster,28.95689833
West Baton Rouge,121.1905682
West Carroll,23.01740002
West Feliciana,52.08591531
Winn,31.11472627
Androscoggin,39.53962415
Aroostook,35.01966785
Cumberland,66.00070146
Franklin,32.927528
Hancock,40.15670333
Kennebec,41.17921405
Knox,39.16471536
Lincoln,29.9540975
Oxford,26.86490979
Penobscot,39.6388415
Piscataquis,31.91663681
Sagadahoc,40.41095545
Somerset,32.88054824
Waldo,25.07965807
Washington,32.75789406
York,36.06445847
Allegany,39.87787034
Anne Arundel,78.73399499
Baltimore,59.08739532
Calvert,44.83369359
Caroline,36.33777698
Carroll,34.50348553
Cecil,41.33434979
Charles,32.93596572
Dorchester,40.3198373
Frederick,48.94872187
Garrett,42.15470429
Harford,46.78220985
Howard,74.2478326
Kent,42.80240815
Montgomery,82.13467331
Prince George's,46.04033667
Queen Anne's,33.27245354
St. Mary's,58.6523066
Somerset,35.87893462
Talbot,53.50714787
Washington,46.81668171
Wicomico,47.70470867
Worcester,53.13818322
Baltimore City,75.68187198
Barnstable,58.36784388
Berkshire,52.89362277
Bristol,42.36187714
Dukes,102.1270702
Essex,54.77597081
Franklin,39.76605628
Hampden,44.82970956
Hampshire,42.43847237
Middlesex,97.84730769
Nantucket,159.9855331
Norfolk,72.5379961
Plymouth,45.99141433
Suffolk,140.3118906
Worcester,49.13055
Alcona,22.63108108
Alger,28.29019522
Allegan,37.79979176
Alpena,35.71564966
Antrim,24.0339579
Arenac,27.26585821
Baraga,31.12698222
Barry,23.42890039
Bay,33.57005651
Benzie,21.85000845
Berrien,44.72048248
Branch,30.15443236
Calhoun,43.01680729
Cass,19.74167231
Charlevoix,42.65467598
Cheboygan,23.07183187
Chippewa,28.68196257
Clare,28.27060355
Clinton,22.38332976
Crawford,31.77734628
Delta,32.76929944
Dickinson,49.98277561
Eaton,39.15834473
Emmet,47.02651618
Genesee,33.08599221
Gladwin,18.5180447
Gogebic,30.79577931
Grand Traverse,50.45664109
Gratiot,31.81242303
Hillsdale,32.70069144
Houghton,30.93005592
Huron,43.48309891
Ingham,49.69577384
Ionia,23.94934346
Iosco,28.41449229
Iron,28.85797911
Isabella,32.12312845
Jackson,35.70816568
Kalamazoo,47.34164274
Kalkaska,30.19824778
Kent,59.53254917
Keweenaw,29.83014354
Lake,17.75623105
Lapeer,22.67230809
Leelanau,29.68352215
Lenawee,27.25060882
Livingston,32.89425702
Luce,28.21874506
Mackinac,57.56720156
Macomb,41.66679461
Manistee,28.57166224
Marquette,46.57284464
Mason,35.12996837
Mecosta,27.07562212
Menominee,30.50233349
Midland,59.08835298
Missaukee,23.75405602
Monroe,37.58935635
Montcalm,24.94433496
Montmorency,29.56603774
Muskegon,34.58859786
Newaygo,26.10749606
Oakland,80.29549437
Oceana,27.05467897
Ogemaw,27.18135236
Ontonagon,24.52404758
Osceola,28.81794071
Oscoda,25.44224222
Otsego,37.71876141
Ottawa,45.61509689
Presque Isle,31.36108049
Roscommon,24.43318495
Saginaw,42.56219633
St. Clair,32.20770793
St. Joseph,31.25418637
Sanilac,27.53471548
Schoolcraft,38.72737444
Shiawassee,24.72276283
Tuscola,24.74717383
Van Buren,35.89507293
Washtenaw,59.44485673
Wayne,50.16134943
Wexford,36.1214794
Aitkin,27.38282873
Anoka,39.38569662
Becker,37.07476228
Beltrami,34.58970793
Benton,38.23655887
Big Stone,49.07214429
Blue Earth,59.48279854
Brown,53.67633831
Carlton,31.57500977
Carver,48.12233781
Cass,30.1943682
Chippewa,49.52256113
Chisago,25.34597656
Clay,28.7037037
Clearwater,31.95666478
Cook,46.45640553
Cottonwood,62.30313527
Crow Wing,38.51196098
Dakota,60.7010846
Dodge,33.11860163
Douglas,47.97149631
Faribault,36.39188992
Fillmore,28.55070329
Freeborn,37.32191601
Goodhue,58.10736733
Grant,55.56787444
Hennepin,97.42398951
Houston,28.19023261
Hubbard,31.49617209
Isanti,27.41629537
Itasca,46.15100664
Jackson,67.84699343
Kanabec,23.61276622
Kandiyohi,59.69624796
Kittson,67.46743205
Koochiching,38.91907328
Lac qui Parle,53.28646459
Lake,63.98868992
Lake of the Woods,49.60208724
Le Sueur,31.81460753
Lincoln,62.4114326
Lyon,53.89485205
McLeod,49.7518073
Mahnomen,33.15281062
Marshall,39.86923159
Martin,51.83213635
Meeker,34.70352128
Mille Lacs,29.38367816
Morrison,35.50235237
Mower,47.27156096
Murray,73.79864308
Nicollet,42.93543671
Nobles,58.73353569
Norman,41.93934249
Olmsted,68.68098211
Otter Tail,38.9117607
Pennington,83.43660481
Pine,22.36025519
Pipestone,81.54563383
Polk,44.28712871
Pope,50.66516449
Ramsey,71.15919923
Red Lake,57.54058116
Redwood,54.12372148
Renville,50.00595523
Rice,34.60167353
Rock,75.32390171
Roseau,80.85565378
St. Louis,53.2099707
Scott,38.15894314
Sherburne,33.17478662
Sibley,30.11595652
Stearns,49.93824222
Steele,59.27197997
Stevens,66.1271534
Swift,54.10189853
Todd,33.39157509
Traverse,79.21908235
Wabasha,30.34363594
Wadena,35.50309699
Waseca,44.23789113
Washington,37.6707017
Watonwan,38.04824203
Wilkin,52.93369635
Winona,49.4574357
Wright,29.36545304
Yellow Medicine,63.33789162
Adams,28.43132328
Alcorn,31.39820701
Amite,16.10472946
Attala,24.47031864
Benton,38.57236443
Bolivar,30.91505705
Calhoun,19.98219235
Carroll,12.11229839
Chickasaw,26.68625731
Choctaw,85.05517241
Claiborne,64.33708113
Clarke,17.50003208
Clay,28.66249227
Coahoma,26.81238664
Copiah,21.65950704
Covington,28.78124834
DeSoto,27.52095838
Forrest,48.2506541
Franklin,21.88012374
George,16.53832435
Greene,11.05937411
Grenada,36.38338734
Hancock,32.96611532
Harrison,38.31710651
Hinds,47.55529972
Holmes,14.93310021
Humphreys,19.06359012
Issaquena,14.04437643
Itawamba,20.73739397
Jackson,52.56033453
Jasper,34.24876712
Jefferson,16.7955731
Jefferson Davis,16.19723584
Jones,37.52843275
Kemper,38.53046337
Lafayette,34.9134698
Lamar,24.41909734
Lauderdale,36.74191233
Lawrence,25.1033901
Leake,22.46614892
Lee,50.40705474
Leflore,37.92899077
Lincoln,28.83604209
Lowndes,47.03041184
Madison,55.8268874
Marion,27.74907078
Marshall,15.99494864
Monroe,22.88067974
Montgomery,18.12607565
Neshoba,31.98586669
Newton,21.06087567
Noxubee,21.0535545
Oktibbeha,31.46145099
Panola,30.11324511
Pearl River,17.60271496
Perry,21.17754657
Pike,27.16084307
Pontotoc,26.5267087
Prentiss,20.81652583
Quitman,13.93465627
Rankin,40.15773744
Scott,37.74038631
Sharkey,19.96434286
Simpson,22.64183853
Smith,28.34942916
Stone,18.19753292
Sunflower,23.06977986
Tallahatchie,16.08738629
Tate,16.42787597
Tippah,21.92281864
Tishomingo,22.8040551
Tunica,87.88742189
Union,33.26346322
Walthall,16.88639512
Warren,44.35601935
Washington,32.40369926
Wayne,33.14943831
Webster,15.69299142
Wilkinson,17.06764605
Winston,27.01679146
Yalobusha,22.68513874
Yazoo,22.57890214
Adair,30.12419532
Andrew,16.80930812
Atchison,54.76403627
Audrain,36.83168784
Barry,36.70707325
Barton,30.48346056
Bates,24.62315996
Benton,18.18080531
Bollinger,15.41701534
Boone,45.46061398
Buchanan,48.67389948
Butler,32.30953108
Caldwell,25.14827472
Callaway,35.97441829
Camden,28.73332172
Cape Girardeau,46.34269691
Carroll,33.88230575
Carter,19.57208614
Cass,24.22987716
Cedar,18.69128466
Chariton,29.68459166
Christian,16.05237581
Clark,21.17005708
Clay,40.75332034
Clinton,17.28265231
Cole,55.24217935
Cooper,26.16730966
Crawford,23.99161382
Dade,23.07866208
Dallas,15.69491121
Daviess,21.90916727
DeKalb,25.04362765
Dent,19.51694861
Douglas,44.86009432
Dunklin,24.94456883
Franklin,38.59648463
Gasconade,27.31900545
Gentry,35.07365868
Greene,51.61649041
Grundy,45.56761905
Harrison,32.83095068
Henry,31.43539068
Hickory,13.48054557
Holt,39.17860381
Howard,22.50253504
Howell,27.95000748
Iron,41.68214391
Jackson,60.10788774
Jasper,43.93461459
Jefferson,21.19581569
Johnson,29.26508271
Knox,29.83379571
Laclede,29.18016069
Lafayette,22.94468687
Lawrence,21.47579971
Lewis,23.10265271
Lincoln,17.90847552
Linn,33.46872664
Livingston,37.61049997
McDonald,24.24778992
Macon,34.97698952
Madison,21.8859534
Maries,15.93067275
Marion,36.93055361
Mercer,30.29123001
Miller,35.07987359
Mississippi,27.4593848
Moniteau,26.26176943
Monroe,31.41848078
Montgomery,27.48441852
Morgan,22.19932399
New Madrid,64.66344372
Newton,29.57930121
Nodaway,32.86153985
Oregon,19.69246069
Osage,29.42748315
Ozark,16.40882029
Pemiscot,26.05880906
Perry,44.87719207
Pettis,36.28149667
Phelps,33.56182802
Pike,25.99897308
Platte,58.04851894
Polk,21.46743652
Pulaski,38.89247457
Putnam,26.69903117
Ralls,35.72014852
Randolph,46.72622513
Ray,18.008455
Reynolds,35.3591213
Ripley,15.2490313
St. Charles,37.09722153
St. Clair,15.98594099
Ste. Genevieve,34.63355149
St. Francois,30.52618487
St. Louis,71.98428889
Saline,41.2058104
Schuyler,15.82520679
Scotland,26.25516403
Scott,36.37562596
Shannon,14.77054585
Shelby,28.56394864
Stoddard,38.10600055
Stone,18.31898047
Sullivan,41.33595379
Taney,38.28789102
Texas,16.8337646
Vernon,43.06007222
Warren,27.58154519
Washington,14.19492239
Wayne,16.50312214
Webster,16.98491539
Worth,34.77541955
Wright,20.29202177
St. Louis City,93.80068816
Beaverhead,41.87494688
Big Horn,72.02558923
Blaine,29.11145557
Broadwater,19.42934783
Carbon,23.50322701
Carter,64.68617886
Cascade,46.30694839
Chouteau,36.58397213
Custer,38.89199448
Daniels,49.8340081
Dawson,48.02039171
Deer Lodge,28.25994085
Fallon,73.38461538
Fergus,37.62903661
Flathead,36.53286217
Gallatin,46.36783009
Garfield,44.1026253
Glacier,31.1655337
Golden Valley,31.986618
Granite,25.96499555
Hill,45.28546078
Jefferson,21.2491318
Judith Basin,88.75899281
Lake,23.5216413
Lewis and Clark,44.93181487
Liberty,72.05380795
Lincoln,24.84871445
McCone,59.40023966
Madison,44.86283705
Meagher,43.04361874
Mineral,19.974228
Missoula,42.18163351
Musselshell,63.96632124
Park,30.79841422
Petroleum,43.95703125
Phillips,32.53448276
Pondera,28.95838926
Powder River,57.7
Powell,27.42269524
Prairie,34.0588785
Ravalli,22.51948293
Richland,90.75780746
Roosevelt,38.82193513
Rosebud,86.41946903
Sanders,25.04811345
Sheridan,69.21086828
Silver Bow,39.68582861
Stillwater,65.50184541
Sweet Grass,65.95976235
Teton,41.34543077
Toole,58.96215098
Treasure,151.4680535
Valley,39.26330003
Wheatland,44.70512821
Wibaux,73.82038835
Yellowstone,55.46064151
Adams,53.87989465
Antelope,63.0895688
Arthur,63.46753247
Banner,94.40551724
Blaine,49.17916667
Boone,86.12383133
Box Butte,53.68275412
Boyd,85.20205128
Brown,78.22076171
Buffalo,52.44093451
Burt,61.94279988
Butler,35.1869949
Cass,33.9402039
Cedar,65.24523838
Chase,60.54635509
Cherry,55.1849731
Cheyenne,61.62788192
Clay,45.05369236
Colfax,62.94671138
Cuming,98.66211528
Custer,58.44293629
Dakota,66.01639836
Dawes,33.57851809
Dawson,59.44360681
Deuel,42.14827018
Dixon,50.46631579
Dodge,51.35744044
Douglas,72.47823323
Dundy,72.03968254
Fillmore,60.4068654
Franklin,24.63823432
Frontier,56.27615385
Furnas,55.35630717
Gage,49.30793208
Garden,33.02169312
Garfield,56.63981763
Gosper,53.32214429
Grant,55.22070015
Greeley,38.5388535
Hall,53.43494436
Hamilton,55.78855292
Harlan,58.35174247
Hayes,44.99454744
Hitchcock,50.62513388
Holt,67.45210879
Hooker,79.0295858
Howard,27.72587889
Jefferson,130.9111017
Johnson,47.37751711
Kearney,60.30891574
Keith,45.09796326
Keya Paha,93.14640199
Kimball,49.7901062
Knox,55.3969066
Lancaster,52.31048852
Lincoln,62.16268351
Logan,46.85430464
Loup,59.00648298
McPherson,71.19795918
Madison,66.55559976
Merrick,47.9732316
Morrill,114.012837
Nance,40.92726754
Nemaha,101.0362225
Nuckolls,66.52293796
Otoe,87.97591191
Pawnee,68.88448342
Perkins,80.86836664
Phelps,99.48723074
Pierce,49.1196641
Platte,76.93099408
Polk,56.78282443
Red Willow,48.75899113
Richardson,40.44142101
Rock,55.83271651
Saline,61.03097098
Sarpy,37.27121296
Saunders,33.36927705
Scotts Bluff,41.75306889
Seward,39.57720141
Sheridan,46.02351127
Sherman,42.17641261
Sioux,56.77908938
Stanton,60.19145729
Thayer,90.93153403
Thomas,76.61904762
Thurston,73.3868573
Valley,52.49654515
Washington,52.6026095
Wayne,50.39772483
Webster,75.54951896
Wheeler,250.5623441
York,56.62038115
Churchill,42.37292908
Clark,48.34563668
Douglas,48.55311514
Elko,50.38301072
Esmeralda,107.3240629
Eureka,801.8068068
Humboldt,71.70693766
Lander,163.3086353
Lincoln,34.77811724
Lyon,25.59591851
Mineral,50.26892606
Nye,35.6178905
Pershing,54.41810022
Storey,373.1155489
Washoe,49.48043303
White Pine,73.90775681
Carson City,58.69633347
Belknap,43.72298634
Carroll,41.62796899
Cheshire,44.48081053
Coos,36.42434733
Grafton,66.84899834
Hillsborough,61.53640595
Merrimack,58.96898772
Rockingham,61.43262609
Strafford,44.4153871
Sullivan,35.21633344
Atlantic,48.72725
Bergen,70.91311899
Burlington,56.75798042
Camden,46.95031134
Cape May,52.49153019
Cumberland,40.1757958
Essex,65.50605833
Gloucester,49.23437441
Hudson,66.51040062
Hunterdon,54.57476744
Mercer,77.29610688
Middlesex,70.59017493
Monmouth,51.50172372
Morris,106.6073194
Ocean,31.36098743
Passaic,42.0654414
Salem,79.6933191
Somerset,113.1006751
Sussex,31.80667041
Union,65.46878696
Warren,39.64059776
Bernalillo,49.92748446
Catron,21.18992684
Chaves,31.03609381
Cibola,22.95542853
Colfax,34.0849971
Curry,61.2972962
De Baca,28.36818437
Dona Ana,31.09963273
Eddy,142.6548355
Grant,42.88371241
Guadalupe,28.76557453
Harding,170.3
Hidalgo,45.65658237
Lea,112.0399321
Lincoln,30.25499539
Los Alamos,112.0783126
Luna,31.59375131
McKinley,33.68059129
Mora,17.08045465
Otero,37.89960845
Quay,32.13006552
Rio Arriba,34.42841401
Roosevelt,34.3021483
Sandoval,20.61782544
San Juan,46.31152439
San Miguel,21.43031295
Santa Fe,38.89761019
Sierra,25.88921363
Socorro,28.5519636
Taos,26.76828038
Torrance,21.41638731
Union,52.1338851
Valencia,16.53419828
Albany,90.57087594
Allegany,28.38034188
Bronx,29.81357837
Broome,46.79883809
Cattaraugus,34.65990668
Cayuga,31.83398815
Chautauqua,37.62168162
Chemung,43.19592542
Chenango,41.60274001
Clinton,44.05115334
Columbia,37.3798779
Cortland,37.30950086
Delaware,39.04610789
Dutchess,42.74627048
Erie,56.09924357
Essex,38.31978116
Franklin,33.73481971
Fulton,31.46256969
Genesee,37.85474977
Greene,43.42044279
Hamilton,56.52436823
Herkimer,28.52813832
Jefferson,52.83124452
Kings,35.51467336
Lewis,34.9700219
Livingston,31.97835888
Madison,29.44378981
Monroe,59.03840945
Montgomery,36.36751427
Nassau,59.81139552
New York,368.4616462
Niagara,41.56149672
Oneida,44.1513592
Onondaga,62.04713971
Ontario,49.99287394
Orange,40.36690777
Orleans,30.59894232
Oswego,50.99397524
Otsego,37.94089617
Putnam,30.92871455
Queens,41.02251028
Rensselaer,38.36993904
Richmond,30.47589342
Rockland,56.80540486
St. Lawrence,39.92591875
Saratoga,44.22191424
Schenectady,47.61540247
Schoharie,29.69925512
Schuyler,30.26174234
Seneca,36.49425086
Steuben,53.48449823
Suffolk,54.84214866
Sullivan,34.74576586
Tioga,38.41146962
Tompkins,52.85095539
Ulster,34.95769485
Warren,57.22351476
Washington,27.39429448
Wayne,37.35143016
Westchester,75.81456147
Wyoming,37.61429678
Yates,33.45252695
Alamance,32.21635418
Alexander,22.56625861
Alleghany,39.12901778
Anson,30.33939518
Ashe,26.69548692
Avery,32.01922638
Beaufort,30.98775927
Bertie,30.14011305
Bladen,45.10047962
Brunswick,26.65273963
Buncombe,45.49037063
Burke,28.57209225
Cabarrus,30.24319343
Caldwell,28.61888913
Camden,14.0591982
Carteret,30.08139635
Caswell,18.76557392
Catawba,52.05979066
Chatham,18.93180357
Cherokee,24.61182981
Chowan,34.17639531
Clay,17.32218626
Cleveland,36.85056245
Columbus,23.6698436
Craven,42.60987121
Cumberland,48.79390577
Currituck,23.40479716
Dare,48.83858278
Davidson,28.15116195
Davie,27.42696708
Duplin,35.98767609
Durham,113.3256146
Edgecombe,28.7450177
Forsyth,57.06863107
Franklin,18.91745656
Gaston,30.56502718
Gates,12.81319727
Graham,27.75582082
Granville,34.98936294
Greene,23.43816924
Guilford,58.93237791
Halifax,27.57378441
Harnett,16.1385109
Haywood,25.35726289
Henderson,36.35951073
Hertford,32.68242734
Hoke,15.77535424
Hyde,51.00218862
Iredell,41.46367449
Jackson,29.53456422
Johnston,22.55204448
Jones,17.88942058
Lee,52.4560515
Lenoir,46.0384533
Lincoln,25.17084859
McDowell,28.72818652
Macon,28.61138516
Madison,17.11663974
Martin,27.11403354
Mecklenburg,89.26812343
Mitchell,30.75566818
Montgomery,32.15167855
Moore,32.29529882
Nash,79.81418581
New Hanover,52.94439756
Northampton,24.78845568
Onslow,41.41757611
Orange,51.86611704
Pamlico,21.71186575
Pasquotank,35.73241038
Pender,18.41345115
Perquimans,17.63694791
Person,33.03448626
Pitt,43.31494362
Polk,22.19285853
Randolph,27.64549142
Richmond,41.11065318
Robeson,23.38276061
Rockingham,32.63611684
Rowan,34.2206295
Rutherford,24.61445152
Sampson,32.41747573
Scotland,28.27697045
Stanly,28.14105822
Stokes,21.71200369
Surry,34.0082547
Swain,37.50986034
Transylvania,28.18511691
Tyrrell,25.59489672
Union,26.33359623
Vance,26.94802285
Wake,64.41743725
Warren,16.31454665
Washington,21.572606
Watauga,34.34093586
Wayne,38.25312203
Wilkes,30.67765413
Wilson,47.80015235
Yadkin,28.11178997
Yancey,23.06881889
Adams,71.93497364
Barnes,62.66182198
Benson,30.63897672
Billings,134.3627451
Bottineau,56
Bowman,80.30616237
Burke,65.57020057
Burleigh,54.70680969
Cass,62.1125495
Cavalier,117.745736
Dickey,59.22226729
Divide,85.07597173
Dunn,224.9725046
Eddy,50.14724989
Emmons,52.50213545
Foster,84.96351731
Golden Valley,43.704481
Grand Forks,53.1648639
Grant,34.94010195
Griggs,63.48563734
Hettinger,46.18337994
Kidder,55.29351814
LaMoure,68.94134969
Logan,101.8892422
McHenry,48.01291322
McIntosh,72.3222915
McKenzie,217.4733706
McLean,79.03263721
Mercer,115.8939027
Morton,47.56520059
Mountrail,148.2782498
Nelson,54.04991334
Oliver,131.6915167
Pembina,52.19303843
Pierce,64.53562654
Ramsey,44.57141623
Ransom,47.80723583
Renville,62.20949958
Richland,58.58210611
Rolette,26.10620949
Sargent,222.0166191
Sheridan,30.26453055
Sioux,29.63490976
Slope,75.32720105
Stark,81.69281067
Steele,97.02536998
Stutsman,64.06376048
Towner,57.24073227
Traill,49.54613466
Walsh,45.83804603
Ward,55.1330616
Wells,68.72645855
Williams,153.2599171
Adams,30.16064852
Allen,73.58413239
Ashland,30.29484601
Ashtabula,28.5000871
Athens,28.98502724
Auglaize,48.85978223
Belmont,91.11692062
Brown,18.02949277
Butler,48.04367016
Carroll,116.5824164
Champaign,27.29416011
Clark,32.81161543
Clermont,37.07861292
Clinton,45.94097659
Columbiana,28.99175393
Coshocton,36.39649142
Crawford,29.77533507
Cuyahoga,71.44753157
Darke,35.88799002
Defiance,44.89863215
Delaware,48.04225441
Erie,67.05554735
Fairfield,24.33138439
Fayette,80.67081981
Franklin,66.14455861
Fulton,46.94130172
Gallia,72.09130072
Geauga,39.73726116
Greene,52.53424388
Guernsey,66.82825357
Hamilton,82.13622868
Hancock,69.05875922
Hardin,30.31090458
Harrison,131.6158106
Henry,42.18002289
Highland,23.83039115
Hocking,20.67602356
Holmes,50.36068672
Huron,37.07185937
Jackson,27.78499042
Jefferson,58.32895977
Knox,30.58371567
Lake,45.55583176
