County_Name,Net_migration_rate_of_population
Lawrence,-13.85113269
Lee,51.60843999
Leslie,-20.67106052
Letcher,-8.485910621
Lewis,0.678144897
Lincoln,-4.27167877
Livingston,-2.277904328
Logan,2.477581585
Lyon,14.2848422
McCracken,3.121055651
McCreary,-3.360273457
McLean,-4.765773084
Madison,7.163927518
Magoffin,-9.802319882
Marion,-4.766962875
Marshall,1.219864531
Martin,-7.282415631
Mason,-1.522693997
Meade,-2.37783023
Menifee,12.68760638
Mercer,12.92540392
Metcalfe,1.588798967
Monroe,-7.857076045
Montgomery,-0.319909004
Morgan,-0.674637382
Muhlenberg,-4.395031986
Nelson,6.236012429
Nicholas,11.89159292
Ohio,-3.162844896
Oldham,1.485248779
Owen,1.836378661
Owsley,-12.37484531
Pendleton,-0.822537528
Perry,-13.97067313
Pike,-6.720060498
Powell,-0.404367165
Pulaski,6.668570502
Robertson,-10.38225578
Rockcastle,-2.864132705
Rowan,-3.92132835
Russell,8.736314507
Scott,13.63169635
Shelby,16.50134421
Simpson,6.544962813
Spencer,14.17700407
Taylor,9.125831172
Todd,-4.634146341
Trigg,0.204715275
Trimble,1.771060866
Union,-5.614862055
Warren,10.76443413
Washington,4.809685712
Wayne,-5.200794838
Webster,-11.00296234
Whitley,3.012506046
Wolfe,-3.900808025
Woodford,7.364960075
Acadia,-4.748147016
Allen,-0.468804938
Ascension,7.897813586
Assumption,-17.88544261
Avoyelles,-7.821617461
Beauregard,0.320572757
Bienville,-2.708396028
Bossier,-3.432246586
Caddo,-12.08603068
Calcasieu,-2.882347588
Caldwell,-4.727894578
Cameron,-8.723008723
Catahoula,-10.78534031
Claiborne,-10.13781087
Concordia,-17.65993049
De Soto,0.400808905
East Baton Rouge,-8.749406258
East Carroll,-21.50848069
East Feliciana,-5.882199839
Evangeline,-4.694204004
Franklin,-7.118146295
Grant,-4.104852203
Iberia,-17.26649376
Iberville,-6.717379302
Jackson,-6.760171847
Jefferson,-6.032016085
Jefferson Davis,-4.546538431
Lafayette,0.291280259
Lafourche,-6.196477415
La Salle,-0.671298627
Lincoln,-10.03686577
Livingston,5.51782228
Madison,-22.30550413
Morehouse,-17.33136778
Natchitoches,-13.75465652
Orleans,-4.096534844
Ouachita,-10.98586974
Plaquemines,-11.37778541
Pointe Coupee,-5.962072049
Rapides,-6.800680068
Red River,-8.250825083
Richland,-5.155533523
Sabine,-1.799727948
St. Bernard,4.892367906
St. Charles,3.872491145
St. Helena,-4.724641961
St. James,-5.112789074
St. John the Baptist,-9.26055191
St. Landry,-9.096091106
St. Martin,-4.747974167
St. Mary,-11.7754993
St. Tammany,7.711388088
Tangipahoa,2.613600402
Tensas,-29.07769196
Terrebonne,-9.502580948
Union,-5.185903362
Vermilion,-8.425672337
Vernon,-23.65748979
Washington,-7.695458171
Webster,-9.619872426
West Baton Rouge,-2.307765062
West Carroll,-8.254230293
West Feliciana,4.700579524
Winn,-12.19599173
Androscoggin,2.238761096
Aroostook,-0.089303655
Cumberland,4.511819745
Franklin,12.97534684
Hancock,8.621868193
Kennebec,4.419961857
Knox,5.08246424
Lincoln,10.31390784
Oxford,7.915042902
Penobscot,3.63857681
Piscataquis,8.648713131
Sagadahoc,7.184189193
Somerset,1.644003843
Waldo,4.434813284
Washington,6.889952153
York,9.924790211
Allegany,-4.103086511
Anne Arundel,2.767681859
Baltimore,-1.793105365
Calvert,3.22877729
Caroline,1.558939921
Carroll,0.837506014
Cecil,0.875916671
Charles,6.824067773
Dorchester,0.845215921
Frederick,14.01387782
Garrett,-1.100658675
Harford,4.837794484
Howard,4.593474428
Kent,6.79431748
Montgomery,-3.54807576
Prince George's,-5.980386444
Queen Anne's,3.302529618
St. Mary's,3.076515051
Somerset,2.7722463
Talbot,6.760487509
Washington,2.465984985
Wicomico,3.590560021
Worcester,11.37802679
Baltimore City,-16.10290877
Barnstable,4.37554665
Berkshire,-3.88287588
Bristol,1.487635359
Dukes,-1.154034794
Essex,-1.028393683
Franklin,-3.593979729
Hampden,-5.248406008
Hampshire,0.130447341
Middlesex,-1.013611397
Nantucket,10.35535691
Norfolk,3.275165691
Plymouth,4.62667272
Suffolk,-4.018533291
Worcester,0.496482446
Alcona,14.73633518
Alger,4.389333919
Allegan,4.701301572
Alpena,2.958319393
Antrim,5.230775827
Arenac,-1.873473621
Baraga,-7.13724067
Barry,4.528387943
Bay,-3.76157967
Benzie,3.715483998
Berrien,-2.552158104
Branch,-3.284223098
Calhoun,0.104396588
Cass,1.912821702
Charlevoix,1.223007835
Cheboygan,-2.953918866
Chippewa,-1.443657265
Clare,9.467455621
Clinton,2.468296246
Crawford,11.59876853
Delta,1.005207534
Dickinson,-2.529144438
Eaton,4.618643683
Emmet,6.362545018
Genesee,-2.237535708
Gladwin,10.16248154
Gogebic,-73.56227012
Grand Traverse,5.646004159
Gratiot,4.107584273
Hillsdale,-2.781823957
Houghton,-7.566978933
Huron,-2.958579882
Ingham,-0.489710934
Ionia,4.093880114
Iosco,7.087397969
Iron,4.330175913
Isabella,-11.40128977
Jackson,-1.072298124
Kalamazoo,-1.555462429
Kalkaska,12.94498382
Kent,-0.290008815
Keweenaw,18.54493581
Lake,2.191411353
Lapeer,-1.971195479
Leelanau,4.416331225
Lenawee,3.78448767
Livingston,3.465688897
Luce,-11.62790698
Mackinac,6.302131603
Macomb,0.719042666
Manistee,7.997878114
Marquette,6.417192666
Mason,2.850862128
Mecosta,0.345411212
Menominee,-3.36928698
Midland,-2.127672362
Missaukee,-0.86038585
Monroe,2.387968364
Montcalm,-2.503442233
Montmorency,16.66397893
Muskegon,-1.901113303
Newaygo,2.801091812
Oakland,-0.925911932
Oceana,-2.866734563
Ogemaw,9.742352969
Ontonagon,-0.520788126
Osceola,3.074492389
Oscoda,7.166717279
Otsego,2.474193352
Ottawa,2.520468058
Presque Isle,-1.897983393
Roscommon,17.60364617
Saginaw,-1.552461123
St. Clair,2.671620165
St. Joseph,-1.49332108
Sanilac,1.117019985
Schoolcraft,11.52559177
Shiawassee,0.748596382
Tuscola,-5.225118709
Van Buren,1.825904021
Washtenaw,-7.97195435
Wayne,-5.433535514
Wexford,4.949535608
Aitkin,5.224561735
Anoka,4.08242558
Becker,-0.14532349
Beltrami,5.280921606
Benton,4.25066647
Big Stone,0.400761447
Blue Earth,0.459153824
Brown,-4.667584226
Carlton,1.450629769
Carver,9.126554246
Cass,10.49080789
Chippewa,-10.71684739
Chisago,7.303355812
Clay,-3.025600636
Clearwater,-3.742981909
Cook,5.87803086
Cottonwood,-6.501892674
Crow Wing,4.620751796
Dakota,3.71636218
Dodge,3.453154601
Douglas,4.967083218
Faribault,-5.184563146
Fillmore,0.237467645
Freeborn,-5.332367802
Goodhue,-0.151124257
Grant,-2.173731293
Hennepin,0.576122686
Houston,1.237490584
Hubbard,8.601748399
Isanti,13.0360291
Itasca,3.193577361
Jackson,-3.84985563
Kanabec,3.253230212
Kandiyohi,2.160052956
Kittson,3.969180481
Koochiching,-12.16545012
Lac qui Parle,-0.150523068
Lake,5.929132747
Lake of the Woods,3.20984352
Le Sueur,6.19399739
Lincoln,-4.245157867
Lyon,-8.81367883
McLeod,0.613496933
Mahnomen,0.362844703
Marshall,-7.158502057
Martin,-4.916994044
Meeker,1.121487265
Mille Lacs,4.811272123
Morrison,7.634046646
Mower,-6.134357389
Murray,-7.660505837
Nicollet,-0.55496327
Nobles,-14.38683052
Norman,-14.78139101
Olmsted,6.101998722
Otter Tail,2.009947537
Pennington,-6.291531175
Pine,4.741985198
Pipestone,-2.191420588
Polk,-3.918757467
Pope,13.96348013
Ramsey,-3.438886529
Red Lake,12.1784516
Redwood,-7.494576293
Renville,-5.624721336
Rice,2.336413605
Rock,-10.25860227
Roseau,-2.506348316
St. Louis,-1.996213214
Scott,4.976300118
Sherburne,6.232045343
Sibley,-11.25175809
Stearns,2.675138979
Steele,-4.687478709
Stevens,0.102265174
Swift,-7.531335736
Todd,-0.893691352
Traverse,-10.07633588
Wabasha,-3.142909965
Wadena,-3.5030104
Waseca,-5.74095933
Washington,9.759484712
Watonwan,-14.6092038
Wilkin,-4.497630712
Winona,-5.275689347
Wright,8.540536605
Yellow Medicine,-10.45724831
Adams,-8.52001231
Alcorn,5.151634288
Amite,-0.730994152
Attala,-7.725604076
Benton,2.423948612
Bolivar,-16.06659864
Calhoun,-4.723370264
Carroll,4.429455882
Chickasaw,-1.520334474
Choctaw,-3.277693475
Claiborne,-10.74197121
Clarke,-2.570198548
Clay,-3.409090909
Coahoma,-24.81611482
Copiah,-12.85752236
Covington,-10.46421612
DeSoto,12.66364476
Forrest,-3.337583189
Franklin,-5.170965031
George,12.01398889
Greene,-31.25226597
Grenada,-8.863973935
Hancock,7.839005374
Harrison,5.830622351
Hinds,-20.66013206
Holmes,-25.01886573
Humphreys,-21.56862745
Issaquena,19.74183751
Itawamba,-3.07357367
Jackson,2.357503557
Jasper,-2.255547427
Jefferson,-14.76958035
Jefferson Davis,-4.475674708
Jones,-2.435910605
Kemper,3.388960205
Lafayette,6.712470133
Lamar,5.572313066
Lauderdale,-15.61296974
Lawrence,11.58424543
Leake,-1.316453474
Lee,0.070293828
Leflore,-17.00734168
Lincoln,-1.901613446
Lowndes,-5.589876869
Madison,4.388448471
Marion,-6.041561075
Marshall,-2.431782836
Monroe,-7.51465499
Montgomery,-18.91850878
Neshoba,-3.089121145
Newton,-16.56715361
Noxubee,-15.92979444
Oktibbeha,3.156744506
Panola,-1.111956458
Pearl River,5.141712822
Perry,3.432254824
Pike,-2.542329791
Pontotoc,4.464912965
Prentiss,1.274544948
Quitman,-33.65349895
Rankin,3.812342297
Scott,-11.87038251
Sharkey,-15.86936523
Simpson,-1.8735363
Smith,-7.575520426
Stone,16.56895935
Sunflower,-42.01009333
Tallahatchie,-10.87504501
Tate,-1.799957648
Tippah,-1.997548463
Tishomingo,4.591652479
Tunica,-36.71882991
Union,4.527250566
Walthall,-8.355964069
Warren,-16.83538492
Washington,-24.46455675
Wayne,-7.608883619
Webster,-6.161113108
Wilkinson,-13.43977945
Winston,-8.305877793
Yalobusha,-19.12624137
Yazoo,18.98508072
Adair,-8.185914717
Andrew,1.243851416
Atchison,-1.743172574
Audrain,-2.834032001
Barry,2.013957847
Barton,-4.757050629
Bates,-8.683335386
Benton,14.24883841
Bollinger,-3.782583669
Boone,3.026223562
Buchanan,-11.09800771
Butler,-0.916945865
Caldwell,-4.532640539
Callaway,-5.485133282
Camden,11.841506
Cape Girardeau,0.952326534
Carroll,-1.83855214
Carter,-14.09034397
Cass,8.359099307
Cedar,16.57012463
Chariton,-1.881341127
Christian,13.52774725
Clark,-6.016140866
Clay,9.429628376
Clinton,-1.322816129
Cole,-1.993939986
Cooper,3.848875053
Crawford,-0.041764116
Dade,5.421487603
Dallas,5.525846702
Daviess,-11.07633036
DeKalb,3.91030245
Dent,2.377892031
Douglas,-11.22664256
Dunklin,-8.804108584
Franklin,1.136347222
Gasconade,4.968352277
Gentry,-2.885564583
Greene,5.252165577
Grundy,-16.04035309
Harrison,-1.552609578
Henry,3.208654199
Hickory,14.20903063
Holt,1.361315939
Howard,-7.77666999
Howell,-0.049848585
Iron,-0.689247735
Jackson,-0.346204396
Jasper,4.326193322
Jefferson,1.637407646
Johnson,2.507359565
Knox,-1.514386673
Laclede,1.430193918
Lafayette,5.670498084
Lawrence,1.383468852
Lewis,-8.462911037
Lincoln,18.41784851
Linn,-6.594599107
Livingston,3.814785583
McDonald,-11.74672489
Macon,-2.509576014
Madison,-4.695996045
Maries,-6.526593004
Marion,-1.541966007
Mercer,-3.865801463
Miller,11.03388699
Mississippi,-12.34289155
Moniteau,-5.75530664
Monroe,1.736111111
Montgomery,6.423889926
Morgan,11.15957214
New Madrid,-9.316408525
Newton,0.154647147
Nodaway,-6.363533792
Oregon,0.663916157
Osage,-3.520739355
Ozark,16.99188774
Pemiscot,-27.51005895
Perry,-7.28976829
Pettis,-6.01556971
Phelps,-0.403931601
Pike,-11.7921965
Platte,11.1399639
Polk,-2.36160527
Pulaski,4.416657107
Putnam,-11.2240576
Ralls,4.770481429
Randolph,-1.495553759
Ray,3.872680199
Reynolds,2.708731676
Ripley,-5.017223304
St. Charles,4.880107692
St. Clair,5.429575216
Ste. Genevieve,0.782756982
St. Francois,8.346273292
St. Louis,-1.83570722
Saline,-5.651573898
Schuyler,8.428787551
Scotland,-14.02439024
Scott,-7.445880684
Shannon,-4.280036686
Shelby,-15.59486879
Stoddard,-6.141810633
Stone,12.59956326
Sullivan,-25.80749878
Taney,2.72286761
Texas,-3.37890932
Vernon,2.825478017
Warren,22.09756444
Washington,-8.336185893
Wayne,-13.99730821
Webster,5.535031928
Worth,-8.913097301
Wright,5.702379647
St. Louis City,-12.18553134
Beaverhead,6.573018818
Big Horn,-11.8423025
Blaine,-16.49944259
Broadwater,25.02234138
Carbon,4.48262981
Carter,15.31023368
Cascade,-7.224600439
Chouteau,-15.12087912
Custer,-14.69948682
Daniels,-24.56858731
Dawson,-6.592262765
Deer Lodge,6.787454157
Fallon,-26.74539771
Fergus,-3.699192493
Flathead,15.42101709
Gallatin,18.43301668
Garfield,-1.590457256
Glacier,-12.47235416
Golden Valley,-7.303712721
Granite,7.703703704
Hill,0.852982392
Jefferson,13.16060045
Judith Basin,31.36858083
Lake,8.437984113
Lewis and Clark,10.47416228
Liberty,-31.13822849
Lincoln,15.3857757
McCone,-4.200420042
Madison,11.09165207
Meagher,5.377789728
Mineral,25.27573529
Missoula,6.002350571
Musselshell,6.260118726
Park,-1.684007939
Petroleum,-38.03803804
Phillips,-25.45545296
Pondera,-11.62496841
Powder River,-25.86713698
Powell,-5.201184714
Prairie,2.794597112
Ravalli,17.31591777
Richland,-8.680395235
Roosevelt,-9.151452
Rosebud,-15.79796407
Sanders,23.4557596
Sheridan,-20.61239731
Silver Bow,6.661498263
Stillwater,17.35947712
Sweet Grass,8.870967742
Teton,2.446183953
Toole,-24.86678508
Treasure,26.29656684
Valley,-5.134441292
Wheatland,-29.23433875
Wibaux,-63.03151576
Yellowstone,5.607959443
Adams,-7.220446268
Antelope,-4.918292876
Arthur,6.486486487
Banner,20.40816327
Blaine,-31.74603175
Boone,-8.434774274
Box Butte,2.323852017
Boyd,-12.92323598
Brown,-2.701789936
Buffalo,0.929189686
Burt,1.235998455
Butler,-3.487141167
Cass,0.915384175
Cedar,-7.238208247
Chase,-1.272102786
Cherry,-16.41634649
Cheyenne,-41.11697449
Clay,-1.451027811
Colfax,-13.71076808
Cuming,-12.37275744
Custer,-4.628129773
Dakota,-10.39272509
Dawes,-12.95246906
Dawson,-15.12494983
Deuel,-13.83125864
Dixon,-14.99647142
Dodge,-5.839814436
Douglas,1.263933593
Dundy,-36.4477871
Fillmore,-13.27634809
Franklin,-14.35246996
Frontier,6.504687201
Furnas,-5.758771462
Gage,2.185639881
Garden,-28.97773008
Garfield,2.536139995
Gosper,-4.014049172
Grant,-64.0625
Greeley,-2.122691573
Hall,-5.936121462
Hamilton,4.735256134
Harlan,0.886786876
Hayes,-11.96302338
Hitchcock,-7.909401402
Holt,-9.992579767
Hooker,10.30927835
Howard,-3.87536816
Jefferson,-6.221719457
Johnson,-5.497741999
Kearney,-9.360135031
Keith,3.616636528
Keya Paha,2.481389578
Kimball,17.47572816
Knox,-8.723188146
Lancaster,2.627368368
Lincoln,-8.649481887
Logan,-5.322687957
Loup,68.69633099
McPherson,4.06504065
Madison,-6.259959026
Merrick,2.453512397
Morrill,-7.728638901
Nance,1.138790036
Nemaha,-2.728121186
Nuckolls,-10.05385996
Otoe,-0.500078137
Pawnee,-4.201680672
Perkins,-6.559640946
Phelps,0.44345898
Pierce,-2.518715455
Platte,0.11983762
Polk,-4.974648426
Red Willow,0.746651734
Richardson,-5.69512118
Rock,5.908419498
Saline,-12.11484594
Sarpy,9.233471063
Saunders,12.18146178
Scotts Bluff,-10.45525069
Seward,-1.21538328
Sheridan,11.88308577
Sherman,-13.89578164
Sioux,-23.80952381
Stanton,-13.62489487
Thayer,-1.991635132
Thomas,4.178272981
Thurston,-16.41605739
Valley,-9.33572711
Washington,4.01489866
Wayne,4.384323371
Webster,-11.39438826
Wheeler,-25.23659306
York,-7.510846976
Churchill,13.59910958
Clark,13.92574391
Douglas,13.86122348
Elko,-3.133397267
Esmeralda,54.11764706
Eureka,14.40278123
Humboldt,-3.332440715
Lander,-9.928693925
Lincoln,-9.404990403
Lyon,29.03205881
Mineral,1.105094486
Nye,36.72485798
Pershing,4.3251305
Storey,37.26554788
Washoe,12.59572613
White Pine,3.451882845
Carson City,13.53516082
Belknap,7.513393441
Carroll,8.437090433
Cheshire,3.539799718
Coos,8.628209805
Grafton,3.786465613
Hillsborough,3.972801222
Merrimack,5.495942604
Rockingham,4.381479995
Strafford,5.705947856
Sullivan,1.947600278
Atlantic,-0.894517103
Bergen,-2.713110544
Burlington,0.716778228
Camden,-2.08130929
Cape May,1.799604304
Cumberland,-9.561503455
Essex,-4.170148572
Gloucester,-0.085739616
Hudson,-7.682683167
Hunterdon,-3.186477137
Mercer,-4.934626396
Middlesex,-4.573549237
Monmouth,-2.304612291
Morris,-3.947548773
Ocean,7.059033776
Passaic,-8.374054362
Salem,-4.65112562
Somerset,-5.100779075
Sussex,-1.777531293
Union,-4.725260011
Warren,-2.077848146
Bernalillo,-0.075157222
Catron,-2.54201384
Chaves,-1.888998134
Cibola,-5.014876219
Colfax,-9.578544061
Curry,-16.86810727
De Baca,-15.31046215
Dona Ana,-0.440899895
Eddy,8.176333388
Grant,-8.508130605
Guadalupe,-7.412555015
Harding,-28.23529412
Hidalgo,-5.457349626
Lea,13.44114698
Lincoln,4.55359427
Los Alamos,16.58106734
Luna,-9.708737864
McKinley,-10.06435042
Mora,9.325044405
Otero,7.648212063
Quay,2.182479539
Rio Arriba,-1.488247973
Roosevelt,-19.80729488
Sandoval,9.539342937
San Juan,-14.82419816
San Miguel,-6.611026901
Santa Fe,4.031734079
Sierra,-1.747930083
Socorro,-5.698689301
Taos,2.201094433
Torrance,-3.422335583
Union,-11.99951022
Valencia,3.307340859
Albany,-4.332689094
Allegany,-4.890557545
Bronx,-15.79205514
Broome,-6.537434658
Cattaraugus,-7.327780795
Cayuga,-7.495266661
Chautauqua,-3.538083538
Chemung,-4.707541027
Chenango,-3.613235853
Clinton,-2.531582736
Columbia,-2.264226892
Cortland,-4.008268365
Delaware,-3.676926721
Dutchess,1.628816796
Erie,-1.072660803
Essex,-7.981340919
Franklin,-3.529376577
Fulton,-3.793825222
Genesee,-2.056340237
Greene,-0.719051698
Hamilton,4.068716094
Herkimer,-4.795500358
Jefferson,-27.29815065
Kings,-14.69138534
Lewis,-9.169792732
Livingston,-3.583689456
Madison,-3.012853905
Monroe,-2.907113807
Montgomery,-5.131065254
Nassau,-2.424793458
New York,-3.071434645
Niagara,-2.184379777
Oneida,-3.470516976
Onondaga,-4.044776654
Ontario,1.348427215
Orange,1.759952859
Orleans,-6.764847482
Oswego,-4.338579691
Otsego,-2.49784163
Putnam,-5.194436272
Queens,-14.09131531
Rensselaer,-3.18241996
Richmond,-2.711037239
Rockland,-8.208060358
St. Lawrence,-4.581912092
Saratoga,-1.556410084
Schenectady,-0.528387966
Schoharie,-2.252795881
Schuyler,-1.905242218
Seneca,-4.897719774
Steuben,-4.601571855
Suffolk,-4.219202409
Sullivan,0.503875198
Tioga,-3.518066305
Tompkins,-3.421326595
Ulster,-2.971985247
Warren,-1.919490633
Washington,1.143062428
Wayne,-3.875237344
Westchester,-3.440582027
Wyoming,-3.655391703
Yates,-3.529600513
Alamance,15.80248971
Alexander,5.425776447
Alleghany,3.052749719
Anson,-0.16354567
Ashe,8.765791315
Avery,6.61251247
Beaufort,2.785752259
Bertie,-3.048379891
Bladen,-8.956628664
Brunswick,47.14336789
Buncombe,8.492650591
Burke,2.620377025
Cabarrus,18.41373671
Caldwell,4.275169911
Camden,14.76117532
Carteret,5.759083154
Caswell,0.353684955
Catawba,5.731559399
Chatham,19.51259172
Cherokee,13.05698391
Chowan,-4.71293916
Clay,16.19324536
Cleveland,5.607113258
Columbus,-1.904299945
Craven,-4.831839278
Cumberland,-1.937396384
Currituck,26.28744592
Dare,11.68224299
Davidson,7.809154797
Davie,7.165521198
Duplin,-5.453062889
Durham,7.994148484
Edgecombe,-9.047324466
Forsyth,5.42868061
Franklin,28.69419562
Gaston,7.773521275
Gates,3.978378378
Graham,0.946633535
Granville,7.673016558
Greene,-0.901007706
Guilford,5.756318349
Halifax,-9.121259091
Harnett,6.400011838
Haywood,9.774006296
Henderson,10.90985264
Hertford,-5.803806119
Hoke,0.98245231
Hyde,-14.65422062
Iredell,18.22079314
Jackson,7.950832781
Johnston,28.50756375
Jones,-17.65447667
Lee,5.854277281
Lenoir,2.179758619
Lincoln,24.33564626
McDowell,8.068317602
Macon,18.72574931
Madison,6.034085675
Martin,-6.784922395
Mecklenburg,7.909782923
Mitchell,3.337783712
Montgomery,3.612903226
Moore,21.04314295
Nash,2.017070789
New Hanover,8.745974645
Northampton,-4.594063449
Onslow,-9.19329472
Orange,1.30879456
Pamlico,13.48633621
Pasquotank,3.677257673
Pender,15.27059332
Perquimans,8.493518105
Person,2.179256519
Pitt,3.025113997
Polk,10.05025126
Randolph,3.220454767
Richmond,-1.35983147
Robeson,-12.02244494
Rockingham,7.686081915
Rowan,6.758092763
Rutherford,6.800992497
Sampson,0.788171128
Scotland,1.897260471
Stanly,10.12913446
Stokes,5.554213958
Surry,-0.44524217
Swain,7.012622721
Transylvania,10.09364334
Tyrrell,-20.41569303
Union,13.17667636
Vance,-3.25221487
Wake,12.72971729
Warren,1.061946903
Washington,-13.87639728
Watauga,2.923064584
Wayne,-2.662683465
Wilkes,0.029202409
Wilson,5.061491608
Yadkin,6.280938947
Yancey,12.52017139
Adams,-23.59750668
Barnes,-7.162639671
Benson,-28.42639594
Billings,6.500541712
Bottineau,-13.72239748
Bowman,-14.77589887
Burke,5.702066999
Burleigh,-0.733360572
Cass,1.336215584
Cavalier,-14.5252872
Dickey,-13.46526573
Divide,-0.883392226
Dunn,10.511883
Eddy,-7.832898172
Emmons,-6.442705936
Foster,-0.935016363
Golden Valley,-6.810442679
Grand Forks,-19.42692016
Grant,-35.86862576
Griggs,5.382372729
Hettinger,-6.797281088
Kidder,6.892357592
LaMoure,-10.34355375
Logan,-17.12603693
McHenry,-11.59871895
McIntosh,-19.35611298
McKenzie,85.68034104
McLean,-9.694925971
Mercer,-10.45402054
Morton,5.190477716
Mountrail,20.88144727
Nelson,7.633587786
Oliver,-0.512295082
Pembina,-11.68224299
Pierce,-20.3853325
Ramsey,-9.004718819
Ransom,3.447615399
Renville,-9.39167556
Richland,-7.159168055
Rolette,-14.93426819
Sargent,8.775325849
Sheridan,-24.84004516
Sioux,-35.7848263
Slope,-25.14890801
Stark,10.45173287
Steele,-8.989952406
Stutsman,-8.706318093
Towner,3.200731596
Traill,1.494768311
Walsh,0.187916941
Ward,-10.06250277
Wells,-17.82485146
Williams,44.45782803
Adams,-0.577700751
Allen,-4.964013341
Ashland,-4.272786641
Ashtabula,-3.213090521
Athens,-2.705470553
Auglaize,-3.216911765
Belmont,-4.102899531
Brown,-2.528677502
Butler,0.410385632
Carroll,-4.963330617
Champaign,2.317497103
Clark,-2.471976204
Clermont,2.233259053
Clinton,-2.998108336
Columbiana,-3.748360704
Coshocton,-1.256899284
Crawford,1.301549808
Cuyahoga,-5.750992212
Darke,-3.886263329
Defiance,-0.971434573
Delaware,15.56963125
Erie,-1.424932282
Fairfield,8.151653931
Fayette,-5.14183777
Franklin,0.478575734
Fulton,-4.71603095
Gallia,-0.267366275
Geauga,-4.392464578
Greene,7.556862267
Guernsey,-2.516498472
Hamilton,-0.906352922
Hancock,-3.902361852
Hardin,-3.21743147
Harrison,-4.502267686
Henry,-5.064975877
Highland,1.484694884
Hocking,-1.730806591
Holmes,-9.49032192
Huron,-3.532538798
Jackson,1.296716529
Jefferson,-2.547692965
Knox,5.055465216
Lake,1.520909243
Lawrence,-1.996141911
Licking,5.349929651
Logan,6.417300338
Lorain,2.326765069
Lucas,-4.67387757
Madison,6.620287253
Mahoning,0.262066526
Marion,-5.148636224
Medina,3.607230071
Meigs,-4.00252333
Mercer,-0.901076421
Miami,7.98013416
