County_Name,income_ratio
Ste. Genevieve,4
St. Francois,4
St. Louis,4
Saline,3
Schuyler,4
Scotland,4
Scott,4
Shannon,4
Shelby,4
Stoddard,4
Stone,3
Sullivan,3
Taney,4
Texas,5
Vernon,4
Warren,3
Washington,4
Wayne,4
Webster,4
Worth,4
Wright,4
St. Louis City,6
Beaverhead,4
Big Horn,4
Blaine,4
Broadwater,3
Carbon,4
Carter,5
Cascade,4
Chouteau,4
Custer,4
Daniels,3
Dawson,3
Deer Lodge,4
Fallon,4
Fergus,3
Flathead,4
Gallatin,4
Garfield,4
Glacier,6
Golden Valley,3
Granite,3
Hill,4
Jefferson,4
Judith Basin,4
Lake,4
Lewis and Clark,3
Liberty,3
Lincoln,4
McCone,3
Madison,3
Meagher,3
Mineral,4
Missoula,4
Musselshell,4
Park,3
Petroleum,4
Phillips,3
Pondera,4
Powder River,3
Powell,3
Prairie,3
Ravalli,4
Richland,3
Roosevelt,6
Rosebud,4
Sanders,4
Sheridan,4
Silver Bow,5
Stillwater,3
Sweet Grass,4
Teton,3
Toole,4
Treasure,3
Valley,4
Wheatland,4
Wibaux,3
Yellowstone,4
Adams,4
Antelope,3
Arthur,4
Banner,4
Blaine,2
Boone,3
Box Butte,3
Boyd,4
Brown,4
Buffalo,4
Burt,4
Butler,3
Cass,3
Cedar,3
Chase,2
Cherry,3
Cheyenne,4
Clay,3
Colfax,3
Cuming,3
Custer,3
Dakota,4
Dawes,3
Dawson,3
Deuel,3
Dixon,3
Dodge,3
Douglas,4
Dundy,3
Fillmore,4
Franklin,3
Frontier,3
Furnas,4
Gage,4
Garden,3
Garfield,4
Gosper,3
Grant,4
Greeley,4
Hall,4
Hamilton,3
Harlan,3
Hayes,4
Hitchcock,4
Holt,3
Hooker,3
Howard,3
Jefferson,3
Johnson,4
Kearney,3
Keith,4
Keya Paha,3
Kimball,4
Knox,3
Lancaster,4
Lincoln,4
Logan,3
Loup,4
McPherson,5
Madison,4
Merrick,4
Morrill,3
Nance,4
Nemaha,4
Nuckolls,4
Otoe,4
Pawnee,4
Perkins,4
Phelps,4
Pierce,3
Platte,3
Polk,3
Red Willow,4
Richardson,4
Rock,3
Saline,3
Sarpy,3
Saunders,3
Scotts Bluff,4
Seward,3
Sheridan,4
Sherman,3
Sioux,4
Stanton,3
Thayer,3
Thomas,4
Thurston,4
Valley,4
Washington,3
Wayne,4
Webster,4
Wheeler,3
York,4
Churchill,4
Clark,4
Douglas,3
Elko,3
Esmeralda,3
Eureka,8
Humboldt,3
Lander,4
Lincoln,3
Lyon,3
Mineral,5
Nye,4
Pershing,5
Storey,3
Washoe,4
White Pine,4
Carson City,4
Belknap,4
Carroll,4
Cheshire,4
Coos,4
Grafton,4
Hillsborough,4
Merrimack,4
Rockingham,3
Strafford,4
Sullivan,4
Atlantic,5
Bergen,5
Burlington,4
Camden,5
Cape May,4
Cumberland,5
Essex,6
Gloucester,4
Hudson,6
Hunterdon,4
Mercer,5
Middlesex,4
Monmouth,5
Morris,4
Ocean,4
Passaic,5
Salem,5
Somerset,4
Sussex,3
Union,5
Warren,4
Bernalillo,5
Catron,2
Chaves,4
Cibola,5
Colfax,5
Curry,4
De Baca,6
Dona Ana,5
Eddy,4
Grant,4
Guadalupe,3
Harding,3
Hidalgo,5
Lea,4
Lincoln,5
Los Alamos,3
Luna,6
McKinley,7
Mora,5
Otero,4
Quay,3
Rio Arriba,
Roosevelt,5
Sandoval,4
San Juan,4
San Miguel,5
Santa Fe,4
Sierra,5
Socorro,5
Taos,5
Torrance,4
Union,4
Valencia,4
Albany,4
Allegany,4
Bronx,6
Broome,4
Cattaraugus,4
Cayuga,4
Chautauqua,4
Chemung,4
Chenango,4
Clinton,4
Columbia,4
Cortland,4
Delaware,4
Dutchess,4
Erie,5
Essex,4
Franklin,5
Fulton,4
Genesee,4
Greene,4
Hamilton,3
Herkimer,4
Jefferson,3
Kings,6
Lewis,3
Livingston,4
Madison,4
Monroe,4
Montgomery,4
Nassau,4
New York,9
Niagara,4
Oneida,4
Onondaga,4
Ontario,4
Orange,4
Orleans,3
Oswego,4
Otsego,4
Putnam,4
Queens,4
Rensselaer,4
Richmond,5
Rockland,5
St. Lawrence,4
Saratoga,3
Schenectady,4
Schoharie,4
Schuyler,4
Seneca,4
Steuben,4
Suffolk,4
Sullivan,4
Tioga,4
Tompkins,5
Ulster,4
Warren,4
Washington,4
Wayne,3
Westchester,6
Wyoming,3
Yates,4
Alamance,4
Alexander,4
Alleghany,4
Anson,5
Ashe,4
Avery,4
Beaufort,5
Bertie,5
Bladen,5
Brunswick,4
Buncombe,4
Burke,4
Cabarrus,4
Caldwell,4
Camden,3
Carteret,4
Caswell,4
Catawba,4
Chatham,5
Cherokee,4
Chowan,5
Clay,4
Cleveland,4
Columbus,5
Craven,4
Cumberland,4
Currituck,3
Dare,3
Davidson,4
Davie,4
Duplin,4
Durham,4
Edgecombe,5
Forsyth,4
Franklin,4
Gaston,4
Gates,3
Graham,4
Granville,4
Greene,4
Guilford,4
Halifax,5
Harnett,4
Haywood,4
Henderson,4
Hertford,5
Hoke,4
Hyde,4
Iredell,4
Jackson,4
Johnston,4
Jones,5
Lee,4
Lenoir,4
Lincoln,4
McDowell,4
Macon,4
Madison,4
Martin,4
Mecklenburg,4
Mitchell,4
Montgomery,4
Moore,4
Nash,5
New Hanover,5
Northampton,4
Onslow,3
Orange,5
Pamlico,4
Pasquotank,4
Pender,5
Perquimans,4
Person,4
Pitt,5
Polk,3
Randolph,4
Richmond,5
Robeson,5
Rockingham,4
Rowan,4
Rutherford,4
Sampson,4
Scotland,5
Stanly,4
Stokes,4
Surry,5
Swain,4
Transylvania,3
Tyrrell,5
Union,4
Vance,5
Wake,4
Warren,4
Washington,5
Watauga,6
Wayne,4
Wilkes,4
Wilson,4
Yadkin,4
Yancey,4
Adams,5
Barnes,4
Benson,6
Billings,4
Bottineau,4
Bowman,4
Burke,4
Burleigh,4
Cass,4
Cavalier,4
Dickey,4
Divide,7
Dunn,4
Eddy,4
Emmons,4
Foster,3
Golden Valley,4
Grand Forks,5
Grant,5
Griggs,4
Hettinger,4
Kidder,4
LaMoure,4
Logan,4
McHenry,4
McIntosh,3
McKenzie,3
McLean,3
Mercer,3
Morton,4
Mountrail,4
Nelson,3
Oliver,3
Pembina,4
Pierce,5
Ramsey,5
Ransom,3
Renville,3
Richland,4
Rolette,7
Sargent,2
Sheridan,4
Sioux,6
Slope,4
Stark,4
Steele,3
Stutsman,3
Towner,4
Traill,4
Walsh,4
Ward,3
Wells,3
Williams,3
Adams,5
Allen,4
Ashland,3
Ashtabula,4
Athens,7
Auglaize,3
Belmont,4
Brown,4
Butler,4
Carroll,4
Champaign,3
Clark,4
Clermont,4
Clinton,4
Columbiana,4
Coshocton,4
Crawford,4
Cuyahoga,5
Darke,3
Defiance,3
Delaware,3
Erie,4
Fairfield,4
Fayette,4
Franklin,4
Fulton,3
Gallia,4
Geauga,3
Greene,4
Guernsey,4
Hamilton,5
Hancock,3
Hardin,4
Harrison,4
Henry,3
Highland,4
Hocking,4
Holmes,3
Huron,4
Jackson,4
Jefferson,4
Knox,4
Lake,3
Lawrence,4
Licking,4
Logan,4
Lorain,4
Lucas,5
Madison,3
Mahoning,4
Marion,4
Medina,3
Meigs,5
Mercer,3
Miami,3
Monroe,4
Montgomery,4
Morgan,4
Morrow,3
Muskingum,4
Noble,3
Ottawa,3
Paulding,3
Perry,4
Pickaway,4
Pike,4
Portage,4
Preble,3
Putnam,3
Richland,4
Ross,4
Sandusky,4
Scioto,5
Seneca,3
Shelby,3
Stark,4
Summit,4
Trumbull,4
Tuscarawas,4
Union,3
Van Wert,3
Vinton,4
Warren,3
Washington,4
Wayne,3
Williams,3
Wood,4
Wyandot,3
Adair,5
Alfalfa,3
Atoka,4
Beaver,4
Beckham,4
Blaine,4
Bryan,4
Caddo,4
Canadian,3
Carter,4
Cherokee,4
Choctaw,5
Cimarron,3
Cleveland,3
Coal,5
Comanche,4
Cotton,4
Craig,3
Creek,4
Custer,5
Delaware,4
Dewey,4
Ellis,4
Garfield,4
Garvin,4
Grady,4
Grant,3
Greer,4
Harmon,4
Harper,4
Haskell,4
Hughes,4
Jackson,4
Jefferson,4
Johnston,4
Kay,4
Kingfisher,4
Kiowa,4
Latimer,5
Le Flore,4
Lincoln,4
Logan,5
Love,3
McClain,4
McCurtain,4
McIntosh,4
Major,4
Marshall,4
Mayes,4
Murray,4
Muskogee,5
Noble,4
Nowata,4
Okfuskee,5
Oklahoma,4
Okmulgee,4
Osage,4
Ottawa,4
Pawnee,4
Payne,6
Pittsburg,4
Pontotoc,4
Pottawatomie,4
Pushmataha,5
Roger Mills,5
Rogers,4
Seminole,4
Sequoyah,4
Stephens,4
Texas,3
Tillman,4
Tulsa,4
Wagoner,3
Washington,4
Washita,4
Woods,4
Woodward,3
Baker,4
Benton,5
Clackamas,4
Clatsop,4
Columbia,4
Coos,4
Crook,3
Curry,4
Deschutes,4
Douglas,4
Gilliam,3
Grant,4
Harney,3
Hood River,4
Jackson,4
Jefferson,3
Josephine,4
Klamath,4
Lake,4
Lane,4
Lincoln,4
Linn,4
Malheur,4
Marion,4
Morrow,3
Multnomah,4
Polk,4
Sherman,4
Tillamook,4
Umatilla,4
Union,4
Wallowa,4
Wasco,3
Washington,4
Wheeler,4
Yamhill,4
Adams,3
Allegheny,5
Armstrong,4
Beaver,4
Bedford,4
Berks,4
Blair,4
Bradford,4
Bucks,4
Butler,4
Cambria,4
Cameron,3
Carbon,4
Centre,5
Chester,4
Clarion,4
Clearfield,4
Clinton,4
Columbia,4
Crawford,4
Cumberland,3
Dauphin,4
Delaware,4
Elk,3
Erie,4
Fayette,5
Forest,3
Franklin,3
Fulton,4
Greene,4
Huntingdon,4
Indiana,4
Jefferson,4
Juniata,3
Lackawanna,5
Lancaster,3
Lawrence,4
Lebanon,3
Lehigh,4
Luzerne,4
Lycoming,4
McKean,4
Mercer,4
Mifflin,3
Monroe,4
Montgomery,4
Montour,5
Northampton,4
Northumberland,4
Perry,3
Philadelphia,6
Pike,4
Potter,4
Schuylkill,4
Snyder,3
Somerset,4
Sullivan,4
Susquehanna,4
Tioga,4
Union,4
Venango,4
Warren,4
Washington,4
Wayne,4
Westmoreland,4
Wyoming,4
York,3
Bristol,5
Kent,4
Newport,4
Providence,5
Washington,4
Abbeville,5
Aiken,4
Allendale,6
Anderson,4
Bamberg,4
Barnwell,6
Beaufort,4
Berkeley,3
Calhoun,6
Charleston,5
Cherokee,5
Chester,5
Chesterfield,4
Clarendon,5
Colleton,4
Darlington,5
Dillon,6
Dorchester,4
Edgefield,6
Fairfield,5
Florence,5
Georgetown,5
Greenville,4
Greenwood,4
Hampton,3
Horry,4
Jasper,4
Kershaw,4
Lancaster,4
Laurens,4
Lee,4
Lexington,4
McCormick,5
Marion,6
Marlboro,5
Newberry,4
Oconee,4
Orangeburg,5
Pickens,4
Richland,4
Saluda,4
Spartanburg,4
Sumter,4
Union,4
Williamsburg,5
York,4
Aurora,3
Beadle,3
Bennett,3
Bon Homme,4
Brookings,4
Brown,4
Brule,4
Buffalo,6
Butte,4
Campbell,4
Charles Mix,4
Clark,3
Clay,6
Codington,3
Corson,6
Custer,4
Davison,4
Day,4
Deuel,3
Dewey,5
Douglas,3
Edmunds,4
Fall River,3
Faulk,4
Grant,3
Gregory,4
Haakon,4
Hamlin,2
Hand,4
Hanson,3
Harding,2
Hughes,4
Hutchinson,3
Hyde,3
Jackson,6
Jerauld,3
Jones,4
Kingsbury,3
Lake,4
Lawrence,4
Lincoln,3
Lyman,3
McCook,3
McPherson,5
Marshall,3
Meade,3
Mellette,7
Miner,3
Minnehaha,3
Moody,3
Oglala Lakota,7
Pennington,4
Perkins,4
Potter,3
Roberts,4
Sanborn,3
Spink,3
Stanley,3
Sully,4
Todd,7
Tripp,5
Turner,4
Union,3
Walworth,3
Yankton,4
Ziebach,5
Anderson,4
Bedford,3
Benton,4
Bledsoe,5
Blount,4
Bradley,4
Campbell,5
Cannon,4
Carroll,4
Carter,4
Cheatham,3
Chester,4
Claiborne,5
Clay,5
Cocke,5
Coffee,3
Crockett,4
Cumberland,4
Davidson,4
Decatur,5
DeKalb,4
Dickson,4
Dyer,4
Fayette,5
Fentress,4
Franklin,4
Gibson,4
Giles,4
Grainger,3
Greene,4
Grundy,5
Hamblen,4
Hamilton,4
Hancock,4
Hardeman,4
Hardin,4
Hawkins,4
Haywood,5
Henderson,4
Henry,4
Hickman,4
Houston,4
Humphreys,4
Jackson,4
Jefferson,4
Johnson,4
Knox,4
Lake,5
Lauderdale,4
Lawrence,4
Lewis,4
Lincoln,4
Loudon,3
McMinn,5
McNairy,4
Macon,4
Madison,4
Marion,4
Marshall,3
Maury,4
Meigs,4
Monroe,4
Montgomery,3
Moore,4
Morgan,4
Obion,4
Overton,4
Perry,6
Pickett,3
Polk,4
Putnam,5
Rhea,5
Roane,5
Robertson,3
Rutherford,3
Scott,4
Sequatchie,4
Sevier,3
Shelby,5
Smith,4
Stewart,3
Sullivan,4
Sumner,3
Tipton,4
Trousdale,4
Unicoi,4
Union,4
Van Buren,3
Warren,5
Washington,4
Wayne,4
Weakley,4
White,4
Williamson,4
Wilson,3
Anderson,4
Andrews,4
Angelina,4
Aransas,5
Archer,4
Armstrong,3
Atascosa,4
Austin,4
Bailey,3
Bandera,4
Bastrop,4
Baylor,4
Bee,5
Bell,3
Bexar,4
Blanco,4
Borden,2
Bosque,4
Bowie,5
Brazoria,4
Brazos,5
Brewster,4
Briscoe,4
Brooks,6
Brown,4
Burleson,4
Burnet,4
Caldwell,4
Calhoun,4
Callahan,4
Cameron,5
Camp,4
Carson,4
Cass,4
Castro,3
Chambers,5
Cherokee,4
Childress,4
Clay,4
Cochran,6
Coke,4
Coleman,4
Collin,3
Collingsworth,4
Colorado,4
Comal,4
Comanche,4
Concho,5
Cooke,4
Coryell,3
Cottle,4
Crane,3
Crockett,5
Crosby,4
Culberson,4
Dallam,3
Dallas,4
Dawson,5
Deaf Smith,3
Delta,4
Denton,4
DeWitt,5
Dickens,6
Dimmit,6
Donley,4
Duval,5
Eastland,4
Ector,4
Edwards,5
Ellis,4
El Paso,4
Erath,5
Falls,6
Fannin,4
Fayette,4
Fisher,4
Floyd,4
Foard,3
Fort Bend,4
Franklin,4
Freestone,5
Frio,5
Gaines,4
Galveston,5
Garza,3
Gillespie,4
Glasscock,5
Goliad,6
Gonzales,4
Gray,4
Grayson,4
Gregg,4
Grimes,5
Guadalupe,3
Hale,4
Hall,4
Hamilton,5
Hansford,3
Hardeman,4
Hardin,5
Harris,4
Harrison,4
Hartley,3
Haskell,4
Hays,4
Hemphill,4
Henderson,4
Hidalgo,5
Hill,4
Hockley,4
Hood,4
Hopkins,4
Houston,4
Howard,4
Hudspeth,5
Hunt,5
Hutchinson,4
Irion,4
Jack,5
Jackson,4
Jasper,4
Jeff Davis,4
Jefferson,5
Jim Hogg,5
Jim Wells,5
Johnson,3
Jones,4
Karnes,5
Kaufman,4
Kendall,4
Kenedy,3
Kent,5
Kerr,3
Kimble,3
King,3
Kinney,5
Kleberg,6
Knox,4
Lamar,5
Lamb,4
Lampasas,4
La Salle,4
Lavaca,5
Lee,4
Leon,5
Liberty,4
Limestone,4
Lipscomb,4
Live Oak,4
Llano,4
Loving,2
Lubbock,4
Lynn,5
McCulloch,4
McLennan,5
McMullen,3
Madison,5
Marion,5
Martin,5
Mason,4
Matagorda,5
Maverick,5
Medina,4
Menard,4
Midland,4
Milam,4
Mills,5
Mitchell,4
Montague,4
Montgomery,4
Moore,3
Morris,4
Motley,4
Nacogdoches,5
Navarro,4
Newton,5
Nolan,4
Nueces,4
Ochiltree,4
Oldham,4
Orange,4
Palo Pinto,4
Panola,4
Parker,4
Parmer,3
Pecos,3
Polk,4
Potter,4
Presidio,5
Rains,4
Randall,3
Reagan,3
Real,4
Red River,4
Reeves,4
Refugio,4
Roberts,3
Robertson,4
Rockwall,3
Runnels,4
Rusk,4
Sabine,4
San Augustine,5
San Jacinto,4
San Patricio,4
San Saba,4
Schleicher,4
Scurry,4
Shackelford,4
Shelby,4
Sherman,3
Smith,4
Somervell,5
Starr,5
Stephens,5
Sterling,3
Stonewall,5
Sutton,4
Swisher,4
Tarrant,4
Taylor,4
Terrell,8
Terry,3
Throckmorton,6
Titus,4
Tom Green,4
Travis,4
Trinity,4
Tyler,4
Upshur,4
Upton,4
Uvalde,4
Val Verde,5
Van Zandt,4
Victoria,4
Walker,6
Waller,4
Ward,4
Washington,4
Webb,5
Wharton,5
Wheeler,4
Wichita,4
Wilbarger,4
Willacy,6
Williamson,3
Wilson,4
Winkler,4
Wise,4
Wood,4
Yoakum,4
Young,4
Zapata,5
Zavala,5
Beaver,3
Box Elder,3
Cache,3
Carbon,4
Daggett,4
Davis,3
Duchesne,3
Emery,3
Garfield,3
Grand,3
Iron,4
Juab,3
Kane,4
Millard,3
Morgan,3
Piute,4
Rich,3
Salt Lake,3
San Juan,6
Sanpete,3
Sevier,3
Summit,4
Tooele,3
Uintah,3
Utah,3
Wasatch,3
Washington,3
Wayne,4
Weber,3
Addison,3
Bennington,4
Caledonia,4
Chittenden,4
Essex,4
Franklin,3
Grand Isle,4
Lamoille,5
Orange,4
Orleans,4
Rutland,4
Washington,4
Windham,4
Windsor,4
Accomack,4
Albemarle,4
Alleghany,5
Amelia,4
Amherst,4
Appomattox,4
Arlington,3
Augusta,3
Bath,3
Bedford,3
Bland,4
Botetourt,4
Brunswick,5
Buchanan,4
Buckingham,4
Campbell,4
Caroline,3
Carroll,4
Charles City,4
Charlotte,4
Chesterfield,3
Clarke,5
Craig,4
Culpeper,3
Cumberland,5
Dickenson,5
Dinwiddie,4
Essex,4
Fairfax,3
Fauquier,3
Floyd,4
Fluvanna,3
Franklin,4
Frederick,3
Giles,3
Gloucester,3
Goochland,4
Grayson,4
Greene,3
Greensville,4
Halifax,4
Hanover,3
Henrico,4
Henry,4
Highland,4
Isle of Wight,4
James City,4
King and Queen,5
King George,3
King William,3
Lancaster,4
Lee,5
Loudoun,3
Louisa,4
Lunenburg,3
Madison,3
Mathews,4
Mecklenburg,4
Middlesex,4
Montgomery,5
Nelson,4
New Kent,3
Northampton,4
Northumberland,4
Nottoway,4
Orange,3
Page,4
Patrick,4
Pittsylvania,4
Powhatan,3
Prince Edward,4
Prince George,3
Prince William,3
Pulaski,4
Rappahannock,4
Richmond,4
Roanoke,3
Rockbridge,4
Rockingham,3
Russell,5
Scott,5
Shenandoah,4
Smyth,4
Southampton,4
Spotsylvania,3
Stafford,3
Surry,4
Sussex,5
Tazewell,4
Warren,3
Washington,4
Westmoreland,4
Wise,5
Wythe,4
York,3
Alexandria City,4
Bristol City,4
Buena Vista City,4
Charlottesville City,6
Chesapeake City,3
Colonial Heights City,4
Covington City,3
Danville City,5
Emporia City,5
Fairfax City,4
Falls Church City,
Franklin City,5
Fredericksburg City,4
Galax City,5
Hampton City,4
Harrisonburg City,5
Hopewell City,5
Lexington City,6
Lynchburg City,4
Manassas City,3
Manassas Park City,3
Martinsville City,5
Newport News City,4
Norfolk City,4
Norton City,6
Petersburg City,4
Poquoson City,3
Portsmouth City,4
Radford City,6
Richmond City,6
Roanoke City,4
Salem City,3
Staunton City,4
Suffolk City,4
Virginia Beach City,3
Waynesboro City,4
Williamsburg City,5
Winchester City,4
Adams,4
Asotin,4
Benton,4
Chelan,4
Clallam,4
Clark,3
Columbia,5
Cowlitz,4
Douglas,3
Ferry,5
Franklin,3
Garfield,3
Grant,3
Grays Harbor,4
Island,3
Jefferson,4
King,4
Kitsap,3
Kittitas,4
Klickitat,3
Lewis,4
Lincoln,4
Mason,4
Okanogan,4
Pacific,4
Pend Oreille,4
Pierce,4
San Juan,4
Skagit,4
Skamania,4
Snohomish,3
Spokane,4
Stevens,4
Thurston,3
Wahkiakum,4
Walla Walla,4
Whatcom,4
Whitman,7
Yakima,3
Barbour,4
Berkeley,3
Boone,5
Braxton,5
Brooke,4
Cabell,5
Calhoun,4
Clay,4
Doddridge,4
Fayette,4
Gilmer,5
Grant,4
Greenbrier,4
Hampshire,4
Hancock,4
Hardy,3
Harrison,4
Jackson,5
Jefferson,4
Kanawha,4
Lewis,4
Lincoln,4
Logan,5
McDowell,4
Marion,4
Marshall,4
Mason,4
Mercer,4
Mineral,3
Mingo,5
Monongalia,6
Monroe,4
Morgan,3
Nicholas,4
Ohio,5
Pendleton,4
Pleasants,4
Pocahontas,4
Preston,4
Putnam,4
Raleigh,4
Randolph,4
Ritchie,3
Roane,4
Summers,4
Taylor,4
Tucker,4
Tyler,4
Upshur,4
Wayne,6
Webster,5
Wetzel,4
Wirt,3
Wood,4
Wyoming,4
Adams,3
Ashland,4
Barron,3
Bayfield,4
Brown,4
Buffalo,3
Burnett,4
Calumet,3
Chippewa,3
Clark,3
Columbia,3
Crawford,4
Dane,4
Dodge,3
Door,3
Douglas,4
Dunn,4
Eau Claire,4
Florence,4
Fond du Lac,3
Forest,3
Grant,4
Green,3
Green Lake,3
Iowa,3
Iron,4
Jackson,4
Jefferson,3
Juneau,4
Kenosha,4
Kewaunee,3
La Crosse,4
Lafayette,3
Langlade,4
Lincoln,3
Manitowoc,3
Marathon,3
Marinette,4
Marquette,3
Menominee,5
Milwaukee,5
Monroe,3
Oconto,3
Oneida,3
Outagamie,3
Ozaukee,4
Pepin,4
Pierce,3
Polk,4
Portage,4
Price,3
Racine,4
Richland,3
Rock,4
Rusk,3
St. Croix,3
Sauk,3
Sawyer,4
Shawano,4
Sheboygan,3
Taylor,3
Trempealeau,3
Vernon,4
Vilas,4
Walworth,4
Washburn,4
Washington,3
Waukesha,4
Waupaca,3
Waushara,3
Winnebago,4
Wood,3
Albany,5
Big Horn,4
Campbell,4
Carbon,4
Converse,3
Crook,3
Fremont,3
Goshen,4
Hot Springs,4
Johnson,4
Laramie,4
Lincoln,4
Natrona,3
Niobrara,4
Park,3
Platte,4
Sheridan,4
Sublette,3
Sweetwater,3
Teton,3
Uinta,4
Washakie,3
Weston,5
